TestNo,GroupName,ChannelName,Description,Inst_InsCom,Inst_Axis,Unit,Inst_SenAtt
7120,v7120_Veh1,10FORALERE00AC1P,"v07120_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0352s, max@0.0134s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7121,v7121_Veh1,10SEATLERE00AC1P,"v07121_089aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05305s, max@0.05375s",V1 LEFT REAR #1X,XG,gn,SELR
7127,v7127_Veh1,10SEATLERE00AC1P,"v07127_089aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0591s, max@0.02375s",V1 LEFT REAR #1X,XG,gn,SELR
7137,v7137_Veh1,10FORALERE00AC1P,"v07137_089af0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0366s, max@0.0288s",LEFT REAR SEAT CROSSMEMBER X:NO VALID DATA COLLECTED AFTER 40MS,XG,gn,FLLR
7139,v7139_Veh1,10SEATLERE00AC1P,"v07139_089aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0431s, max@0.04785s",V1 LEFT REAR #1X,XG,gn,SELR
7147,v7147_Veh1,10FORALERE00AC1P,"v07147_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0663s, max@0.0396s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7149,v7149_Veh1,10FORALERE00AC1P,"v07149_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0673s, max@0.0665s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7150,v7150_Veh1,10SEATLERE00AC1P,"v07150_089aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.03475s, max@0.01975s",V1 LEFT REAR #1X,XG,gn,SELR
7158,v7158_Veh1,10FORALERE00AC1P,"v07158_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0341s, max@0.0304s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7175,v7175_Veh1,10SEATLERE00AC1P,"v07175_089aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0418s, max@0.0367s",V1 LEFT REAR #1X,XG,gn,SELR
7180,v7180_Veh1,10FORALERE00AC1P,"v07180_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0403s, max@0.0275s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7182,v7182_Veh1,10FORALERE00AC1P,"v07182_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0461s, max@0.035s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7188,v7188_Veh1,10FORALERE00AC1P,"v07188_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0438s, max@0.0238s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7189,v7189_Veh1,10SEATLERE00AC1P,"v07189_089aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0331s, max@0.03395s",V1 LEFT REAR #1X,XG,gn,SELR
7194,v7194_Veh1,10FORALERE00AC1P,"v07194_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0377s, max@0.0201s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7200,v7200_Veh1,10FORALERE00AC1P,"v07200_089aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0595s, max@0.0599s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7201,v7201_Veh1,10FORALERE00AC1P,"v07201_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0276s, max@0.0153s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7203,v7203_Veh1,10FORALERE00AC1P,"v07203_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0187s, max@0.0239s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7339,v7339_Veh1,10FORALERE00AC1P,"v07339_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0422s, max@0.043s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7347,v7347_Veh1,10FORALERE00AC1P,"v07347_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0402s, max@0.0761s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7350,v7350_Veh1,10FORALERE00AC1P,"v07350_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0324s, max@0.0145s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7358,v7358_Veh1,10FORALERE00AC1P,"v07358_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0337s, max@0.0185s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7359,v7359_Veh1,10SEATLERE00AC1P,"v07359_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.07265s, max@0.0728s",V1 LEFT REAR #1X,XG,gn,SELR
7362,v7362_Veh1,10FORALERE00AC1P,"v07362_093af0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0107s, max@0.0144s",LEFT REAR SEAT CROSSMEMBER X:No valid data collected after 15ms,XG,gn,FLLR
7370,v7370_Veh1,10FORALERE00AC1P,"v07370_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0406s, max@0.0375s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7375,v7375_Veh1,10FORALERE00AC1P,"v07375_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0374s, max@0.038s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7393,v7393_Veh1,10FORALERE00AC1P,"v07393_093af0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0401s, max@0.0419s",LEFT REAR SEAT CROSSMEMBER X:No valid data collected after 68ms,XG,gn,FLLR
7417,v7417_Veh1,10FORALERE00AC1P,"v07417_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=1650; min@0.0701s, max@0.0425s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7440,v7440_Veh1,10FORALERE00AC1P,"v07440_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0282s, max@0.0273s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7460,v7460_Veh1,10FORALERE00AC1P,"v07460_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0179s, max@0.0213s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7464,v7464_Veh1,10FORALERE00AC1P,"v07464_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0431s, max@0.0383s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7471,v7471_Veh1,10FORALERE00AC1P,"v07471_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0512s, max@0.043s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7482,v7482_Veh1,10SEATLERE00AC1P,"v07482_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0372s, max@0.0174s",V1 LEFT REAR SILL AX,XG,gn,SELR
7488,v7488_Veh1,10SEATLERE00AC1P,"v07488_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.01125s, max@0.0127s",V1 LEFT REAR SILL AX,XG,gn,SELR
7494,v7494_Veh1,10FORALERE00AC1P,"v07494_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0306s, max@0.0303s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7495,v7495_Veh1,10FORALERE00AC1P,"v07495_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0407s, max@0.062s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7504,v7504_Veh1,10FORALERE00AC1P,"v07504_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0313s, max@0.027s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7509,v7509_Veh1,10FORALERE00AC1P,"v07509_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.1247s, max@0.1245s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7516,v7516_Veh1,10SEATLERE00AC1P,"v07516_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0195s, max@0.0207s",V1 LEFT REAR SILL AX,XG,gn,SELR
7520,v7520_Veh1,10FORALERE00AC1P,"v07520_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0843s, max@0.0845s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7521,v7521_Veh1,10DOORLERE00AC1P,"v07521_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0137s, max@0.0929s",LEFT REAR SILL AX,XG,gn,DSLR
7525,v7525_Veh1,10SEATLERE00AC1P,"v07525_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0593s, max@0.0333s",V1 LEFT REAR SILL AX,XG,gn,SELR
7526,v7526_Veh1,10FORALERE00AC1P,"v07526_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0459s, max@0.0455s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7527,v7527_Veh1,10FORALERE00AC1P,"v07527_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0214s, max@0.0231s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7531,v7531_Veh1,10DOORLERE00AC1P,"v07531_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0578s, max@0.0576s",LEFT REAR SILL AX,XG,gn,DSLR
7536,v7536_Veh1,10FORALERE00AC1P,"v07536_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0384s, max@0.0298s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7564,v7564_Veh1,10FORALERE00AC1P,"v07564_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0135s, max@0.0264s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7566,v7566_Veh1,10SEATLERE00AC1P,"v07566_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05205s, max@0.0519s",V1 LEFT REAR SILL AX,XG,gn,SELR
7567,v7567_Veh1,10SEATLERE00AC1P,"v07567_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.01285s, max@0.01685s",V1 LEFT REAR SILL AX,XG,gn,SELR
7569,v7569_Veh1,10DOORLERE00AC1P,"v07569_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0638s, max@0.0636s",LEFT REAR SILL AX,XG,gn,DSLR
7573,v7573_Veh1,10SEATLERE00AC1P,"v07573_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0227s, max@0.02745s",V1 LEFT REAR SILL AX,XG,gn,SELR
7574,v7574_Veh1,10FORALERE00AC1P,"v07574_093aq0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0403s, max@0.0587s",LEFT REAR SEAT CROSSMEMBER X: QUESTIONABLE FROM 58-64 MS,XG,gn,FLLR
7577,v7577_Veh1,10DOORLERE00AC1P,"v07577_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0184s, max@0.0202s",LEFT REAR SILL AX,XG,gn,DSLR
7579,v7579_Veh1,10FORALERE00AC1P,"v07579_093aq0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0639s, max@0.0235s",LEFT REAR SEAT CROSSMEMBER X: QUESTIONABLE DATA FROM 63-65 MS,XG,gn,FLLR
7582,v7582_Veh1,10FORALERE00AC1P,"v07582_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0346s, max@0.0326s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7585,v7585_Veh1,10DOORLERE00AC1P,"v07585_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0106s, max@0.0139s",LEFT REAR SILL AX,XG,gn,DSLR
7587,v7587_Veh1,10FORALERE00AC1P,"v07587_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.018s, max@0.0167s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7588,v7588_Veh1,10SEATLERE00AC1P,"v07588_093aq0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0216s, max@0.12305s",V1 LEFT REAR SILL AX - QUESTIONABLE DELTA-V,XG,gn,SELR
7592,v7592_Veh1,10FORALERE00AC1P,"v07592_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0127s, max@0.0133s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7605,v7605_Veh1,10DOORLERE00AC1P,"v07605_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0312s, max@0.0174s",LEFT REAR SILL AX,XG,gn,DSLR
7606,v7606_Veh1,10FORALERE00AC1P,"v07606_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0187s, max@0.0179s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7609,v7609_Veh1,10DOORLERE00AC1P,"v07609_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0328s, max@0.0256s",LEFT REAR SILL AX,XG,gn,DSLR
7612,v7612_Veh1,10DOORLERE00AC1P,"v07612_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0174s, max@0.0136s",LEFT REAR SILL AX,XG,gn,DSLR
7614,v7614_Veh1,10DOORLERE00AC1P,"v07614_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0249s, max@0.0247s",LEFT REAR SILL AX,XG,gn,DSLR
7615,v7615_Veh1,10SEATLERE00AC1P,"v07615_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0465s, max@0.151s",V1 LEFT REAR SILL AX,XG,gn,SELR
7617,v7617_Veh1,10FORALERE00AC1P,"v07617_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0342s, max@0.0338s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7618,v7618_Veh1,10DOORLERE00AC1P,"v07618_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0591s, max@0.0619s",LEFT REAR SILL AX,XG,gn,DSLR
7619,v7619_Veh1,10FORALERE00AC1P,"v07619_093aq0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0579s, max@0.0599s",LEFT REAR SEAT CROSSMEMBER X:QUESTIONABLE DATA FROM 56-62MS,XG,gn,FLLR
7620,v7620_Veh1,10DOORLERE00AC1P,"v07620_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0379s, max@0.0373s",LEFT REAR SILL AX,XG,gn,DSLR
7622,v7622_Veh1,10SEATLERE00AC1P,"v07622_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0713s, max@0.0693s",V1 LEFT REAR SILL AX,XG,gn,SELR
7623,v7623_Veh1,10DOORLERE00AC1P,"v07623_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0172s, max@0.0263s",LEFT REAR SILL AX,XG,gn,DSLR
7624,v7624_Veh1,10DOORLERE00AC1P,"v07624_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0135s, max@0.0128s",LEFT REAR SILL AX,XG,gn,DSLR
7625,v7625_Veh1,10DOORLERE00AC1P,"v07625_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0283s, max@0.0281s",LEFT REAR SILL AX,XG,gn,DSLR
7626,v7626_Veh1,10FORALERE00AC1P,"v07626_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0291s, max@0.0303s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7627,v7627_Veh1,10DOORLERE00AC1P,"v07627_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0232s, max@0.0222s",LEFT REAR SILL AX,XG,gn,DSLR
7628,v7628_Veh1,10SEATLERE00AC1P,"v07628_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.04015s, max@0.01125s",V1 LEFT REAR SILL AX,XG,gn,SELR
7641,v7641_Veh1,10FORALERE00AC1P,"v07641_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0224s, max@0.0195s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7717,v7717_Veh1,10FORALERE00AC1P,"v07717_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0342s, max@0.0231s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7720,v7720_Veh1,10FORALERE00AC1P,"v07720_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0371s, max@0.0243s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7729,v7729_Veh1,10DOORLERE00AC1P,"v07729_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0358s, max@0.011s",LEFT REAR SILL AX,XG,gn,DSLR
7732,v7732_Veh1,10FORALERE00AC1P,"v07732_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0566s, max@0.0561s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7734,v7734_Veh1,10FORALERE00AC1P,"v07734_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0322s, max@0.0192s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7740,v7740_Veh1,10FORALERE00AC1P,"v07740_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0334s, max@0.0366s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7744,v7744_Veh1,10DOORLERE00AC1P,"v07744_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0326s, max@0.0825s",LEFT REAR SILL AX,XG,gn,DSLR
7747,v7747_Veh1,10DOORLERE00AC1P,"v07747_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0856s, max@0.0844s",LEFT REAR SILL AX,XG,gn,DSLR
7751,v7751_Veh1,10FORALERE00AC1P,"v07751_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0184s, max@0.0209s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7755,v7755_Veh1,10DOORLERE00AC1P,"v07755_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0111s, max@0.0149s",LEFT REAR SILL AX,XG,gn,DSLR
7856,v7856_Veh1,10FORALERE00AC1P,"v07856_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0583s, max@0.0565s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7857,v7857_Veh1,10DOORLERE00AC1P,"v07857_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0527s, max@0.0151s",LEFT REAR SILL AX,XG,gn,DSLR
7863,v7863_Veh1,10FORALERE00AC1P,"v07863_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0342s, max@0.0204s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7869,v7869_Veh1,10FORALERE00AC1P,"v07869_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0496s, max@0.049s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7871,v7871_Veh1,10DOORLERE00AC1P,"v07871_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0578s, max@0.0585s",LEFT REAR SILL AX,XG,gn,DSLR
7872,v7872_Veh1,10DOORLERE00AC1P,"v07872_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0594s, max@0.0567s",LEFT REAR SILL AX,XG,gn,DSLR
7873,v7873_Veh1,10DOORLERE00AC1P,"v07873_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0386s, max@0.0356s",LEFT REAR SILL AX,XG,gn,DSLR
7876,v7876_Veh1,10FORALERE00AC1P,"v07876_093aq0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0459s, max@0.0219s",LEFT REAR SEAT CROSSMEMBER X:NO VALID DATA COLLECTED AFTER 70MS,XG,gn,FLLR
7931,v7931_Veh1,10FORALERE00AC1P,"v07931_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0367s, max@0.0777s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7941,v7941_Veh1,10DOORLERE00AC1P,"v07941_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0452s, max@0.045s",LEFT REAR SILL AX,XG,gn,DSLR
7947,v7947_Veh1,10DOORLERE00AC1P,"v07947_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0393s, max@0.0391s",LEFT REAR SILL AX,XG,gn,DSLR
7965,v7965_Veh1,10DOORLERE00AC1P,"v07965_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0572s, max@0.0167s",LEFT REAR SILL AX,XG,gn,DSLR
7966,v7966_Veh1,10FORALERE00AC1P,"v07966_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0375s, max@0.0373s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7969,v7969_Veh1,10FORALERE00AC1P,"v07969_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0434s, max@0.0406s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7975,v7975_Veh1,10FORALERE00AC1P,"v07975_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.043s, max@0.0424s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7977,v7977_Veh1,10DOORLERE00AC1P,"v07977_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.048s, max@0.0151s",LEFT REAR SILL AX,XG,gn,DSLR
7978,v7978_Veh1,10FORALERE00AC1P,"v07978_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0376s, max@0.0425s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7983,v7983_Veh1,10SEATLERE00AC1P,"v07983_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0153s, max@0.0232s",V1 LEFT REAR SILL AX,XG,gn,SELR
7989,v7989_Veh1,10FORALERE00AC1P,"v07989_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0221s, max@0.0248s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
7995,v7995_Veh1,10SEATLERE00AC1P,"v07995_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.03128s, max@0.03104s",CROSSMEMBER LEFT REAR X,XG,gn,SELR
8000,v8000_Veh1,10FORALERE00AC1P,"v08000_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0377s, max@0.0164s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
8001,v8001_Veh1,10SEATLERE00AC1P,"v08001_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0396s, max@0.04s",V1 LEFT REAR SILL AX,XG,gn,SELR
8024,v8024_Veh1,10FORALERE00AC1P,"v08024_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0365s, max@0.0358s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
8026,v8026_Veh1,10SEATLERE00AC1P,"v08026_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.07984s, max@0.03744s",CROSSMEMBER LEFT REAR X,XG,gn,SELR
8027,v8027_Veh1,10FORALERE00AC1P,"v08027_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0573s, max@0.0213s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
8030,v8030_Veh1,10SEATLERE00AC1P,"v08030_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.0396s, max@0.04528s",CROSSMEMBER LEFT REAR X,XG,gn,SELR
8035,v8035_Veh1,10DOORLERE00AC1P,"v08035_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0178s, max@0.0194s",LEFT REAR SILL AX,XG,gn,DSLR
8036,v8036_Veh1,10SEATLERE00AC1P,"v08036_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.05096s, max@0.02096s",CROSSMEMBER LEFT REAR X,XG,gn,SELR
8038,v8038_Veh1,10FORALERE00AC1P,"v08038_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0469s, max@0.0471s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
8043,v8043_Veh1,10FORALERE00AC1P,"v08043_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0294s, max@0.0301s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
8045,v8045_Veh1,10DOORLERE00AC1P,"v08045_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0166s, max@0.0196s",LEFT REAR SILL AX,XG,gn,DSLR
8048,v8048_Veh1,10FORALERE00AC1P,"v08048_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0451s, max@0.0458s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
8049,v8049_Veh1,10SEATLERE00AC1P,"v08049_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.012s, max@0.0117s",V1 LEFT REAR SILL AX,XG,gn,SELR
