TestNo,GroupName,ChannelName,Description,Inst_InsCom,Inst_Axis,Unit,Inst_SenAtt
9250,v9250_Veh1,10ENGN000000AC1P,"v09250_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2900; min@0.0523s, max@0.0526s",ENGINE TOP AX,XG,gn,ENGN
9250,v9250_Veh1,10ENGN000100AC1P,"v09250_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2900; min@0.0351s, max@0.0349s",ENGINE BOTTOM AX,XG,gn,ENGN
9250,v9250_Veh1,10DOORLERE00AC3P,"v09250_097aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0196s, max@0.0204s",LEFT REAR SILL AZ,ZG,gn,DSLR
9250,v9250_Veh1,10DOORRIRE00AC3P,"v09250_098aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0196s, max@0.0198s",RIGHT REAR SILL AZ,ZG,gn,DSRR
9250,v9250_Veh1,10DOORLERERDAC1P,"v09250_099aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0181s, max@0.0619s",LEFT REAR SILL AXR,XG,gn,DSLR
9250,v9250_Veh1,10DOORRIRERDAC1P,"v09250_100aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0197s, max@0.02s",RIGHT REAR SILL AXR,XG,gn,DSRR
9252,v9252_Veh1,10FORALERE00AC1P,"v09252_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0457s, max@0.0264s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
9252,v9252_Veh1,10FORARIRE00AC1P,"v09252_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.055s, max@0.0234s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
9252,v9252_Veh1,10ENGN000000AC1P,"v09252_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0481s, max@0.0483s",TOP OF ENGINE X,XG,gn,ENGN
9252,v9252_Veh1,10ENGN000100AC1P,"v09252_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0393s, max@0.0404s",BOTTOM OF ENGINE X,XG,gn,ENGN
9252,v9252_Veh1,10FORALERE00AC3P,"v09252_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0451s, max@0.0517s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
9252,v9252_Veh1,10FORARIRE00AC3P,"v09252_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.051s, max@0.0487s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
9252,v9252_Veh1,10FORALERERDAC1P,"v09252_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0457s, max@0.0262s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
9252,v9252_Veh1,10FORARIRERDAC1P,"v09252_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.055s, max@0.0234s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
9295,v9295_Veh1,10FORALERE00AC1P,"v09295_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0545s, max@0.0528s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
9295,v9295_Veh1,10FORARIRE00AC1P,"v09295_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.054s, max@0.0448s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
9295,v9295_Veh1,10ENGN000000AC1P,"v09295_095af0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@-85899.4s, max@-85899.4s",TOP OF ENGINE X: NO VALID DATA AFTER 50MS,XG,gn,ENGN
9295,v9295_Veh1,10ENGN000100AC1P,"v09295_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@-85899.4s, max@-85899.4s",BOTTOM OF ENGINE X,XG,gn,ENGN
9295,v9295_Veh1,10FORALERE00AC3P,"v09295_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0545s, max@0.0539s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
9295,v9295_Veh1,10FORARIRE00AC3P,"v09295_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0428s, max@0.0459s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
9295,v9295_Veh1,10FORALERERDAC1P,"v09295_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0406s, max@0.0411s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
9295,v9295_Veh1,10FORARIRERDAC1P,"v09295_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0528s, max@0.0448s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
9296,v9296_Veh1,10FORALERE00AC1P,"v09296_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0464s, max@0.0416s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
9296,v9296_Veh1,10FORARIRE00AC1P,"v09296_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0495s, max@0.0471s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
9296,v9296_Veh1,10ENGN000000AC1P,"v09296_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0278s, max@0.0379s",TOP OF ENGINE X,XG,gn,ENGN
9296,v9296_Veh1,10ENGN000100AC1P,"v09296_096af0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0221s, max@0.0364s",BOTTOM OF ENGINE X:NO VALID DATA AFTER 60MS,XG,gn,ENGN
9296,v9296_Veh1,10FORALERE00AC3P,"v09296_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0461s, max@0.0456s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
9296,v9296_Veh1,10FORARIRE00AC3P,"v09296_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0473s, max@0.0489s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
9296,v9296_Veh1,10FORALERERDAC1P,"v09296_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0464s, max@0.0416s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
9296,v9296_Veh1,10FORARIRERDAC1P,"v09296_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0495s, max@0.0471s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
9326,v9326_Veh1,10FORALERE00AC1P,"v09326_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0405s, max@0.0401s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
9326,v9326_Veh1,10FORARIRE00AC1P,"v09326_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0359s, max@0.006s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
9326,v9326_Veh1,10ENGN000000AC1P,"v09326_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0308s, max@0.0517s",TOP OF ENGINE X,XG,gn,ENGN
9326,v9326_Veh1,10ENGN000100AC1P,"v09326_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0324s, max@0.033s",BOTTOM OF ENGINE X,XG,gn,ENGN
9326,v9326_Veh1,10FORALERE00AC3P,"v09326_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0406s, max@0.0402s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
9326,v9326_Veh1,10FORARIRE00AC3P,"v09326_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0377s, max@0.0372s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
9326,v9326_Veh1,10FORALERERDAC1P,"v09326_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0405s, max@0.0402s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
9326,v9326_Veh1,10FORARIRERDAC1P,"v09326_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0359s, max@0.0104s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
9332,v9332_Veh1,10DOORLERE00AC1P,"v09332_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.01705s, max@0.01865s",V1 LEFT REAR SILL X ACCELERATION,XG,gn,DSLR
9332,v9332_Veh1,10DOORLERE00AC2P,"v09332_238aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.02165s, max@0.02125s",V1 LEFT REAR SILL Y ACCELERATION,YG,gn,DSLR
9332,v9332_Veh1,10DOORLERERDAC1P,"v09332_239aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.01705s, max@0.01865s",V1 LEFT REAR SILL REDUNDANT X ACCELERATION,XG,gn,DSLR
9332,v9332_Veh1,10DOORLERERDAC2P,"v09332_240aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0216s, max@0.02125s",V1 LEFT REAR SILL REDUNDANT Y ACCELERATION,YG,gn,DSLR
9332,v9332_Veh1,10DOORRIRE00AC1P,"v09332_241aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.01675s, max@0.0224s",V1 RIGHT REAR SILL X ACCELERATION,XG,gn,DSRR
9332,v9332_Veh1,10DOORRIRE00AC2P,"v09332_242aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.02445s, max@0.0238s",V1 RIGHT REAR SILL Y ACCELERATION,YG,gn,DSRR
9332,v9332_Veh1,10DOORRIRERDAC1P,"v09332_243aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.01695s, max@0.0224s",V1 RIGHT REAR SILL REDUNDANT X ACCELERATION,XG,gn,DSRR
9332,v9332_Veh1,10DOORRIRERDAC2P,"v09332_244aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.02445s, max@0.0238s",V1 RIGHT REAR SILL REDUNDANT Y ACCELERATION,YG,gn,DSRR
9332,v9332_Veh1,10SETRLEFR00ACXP,"v09332_245aa0.uds; Sensor: type=AC, Attach=STLF, Prefilter Frequency=4000; min@0.06175s, max@0.04215s",V1 LEFT FRONT OUTER SEAT TRACK MID X ACCELERATION,XL,gn,STLF
9332,v9332_Veh1,10SETRLEFR00ACZP,"v09332_246aa0.uds; Sensor: type=AC, Attach=STLF, Prefilter Frequency=4000; min@0.0185s, max@0.01895s",V1 LEFT FRONT OUTER SEAT TRACK MID Z ACCELERATION,ZL,gn,STLF
9332,v9332_Veh1,10SEATLEFR00ACXP,"v09332_247aa0.uds; Sensor: type=AC, Attach=SELF, Prefilter Frequency=4000; min@0.02235s, max@0.02265s",V1 LEFT FRONT SEAT CROSS MEMBER MID X ACCELERATION,XL,gn,SELF
9332,v9332_Veh1,10SEATLEFR00ACZP,"v09332_248aa0.uds; Sensor: type=AC, Attach=SELF, Prefilter Frequency=4000; min@0.0225s, max@0.0211s",V1 LEFT FRONT SEAT CROSS MEMBER MID Z ACCELERATION,ZL,gn,SELF
9332,v9332_Veh1,10SEATLERE00AC1P,"v09332_249aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.03s, max@0.0295s",V1 LEFT REAR SEAT CROSSMEMBER X ACCELERATION,XG,gn,SELR
9332,v9332_Veh1,10SEATLERE00AC3P,"v09332_250aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.02775s, max@0.02795s",V1 LEFT REAR SEAT CROSSMEMBER Z ACCELERATION,ZG,gn,SELR
9332,v9332_Veh1,10SEATRIRE00AC1P,"v09332_251aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.04425s, max@0.0513s",V1 RIGHT REAR SEAT CROSSMEMBER X ACCELERATION,XG,gn,SERR
9332,v9332_Veh1,10SEATRIRE00AC3P,"v09332_252aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.05155s, max@0.0514s",V1 RIGHT REAR SEAT CROSSMEMBER Z ACCELERATION,ZG,gn,SERR
9332,v9332_Veh1,10VEHCCG0000AC1P,"v09332_253aa0.uds; Sensor: type=AC, Attach=VECG, Prefilter Frequency=4000; min@0.04195s, max@0.04405s",V1 VEHICLE CG X ACCELERATION,XG,gn,VECG
9332,v9332_Veh1,10VEHCCG0000AC2P,"v09332_254aa0.uds; Sensor: type=AC, Attach=VECG, Prefilter Frequency=4000; min@0.04165s, max@0.04065s",V1 VEHICLE CG Y ACCELERATION,YG,gn,VECG
9332,v9332_Veh1,10VEHCCG0000AC3P,"v09332_255aa0.uds; Sensor: type=AC, Attach=VECG, Prefilter Frequency=4000; min@0.0442s, max@0.052s",V1 VEHICLE CG Z ACCELERATION,ZG,gn,VECG
9332,v9332_Veh1,10VEHCCG0000AV1P,"v09332_256va0.uds; Sensor: type=AV, Attach=VECG, Prefilter Frequency=4000; min@0.03115s, max@0.0428s",V1 VEHICLE CG ANGULAR RATE X,XG,deg/s,VECG
9332,v9332_Veh1,10VEHCCG0000AV2P,"v09332_257va0.uds; Sensor: type=AV, Attach=VECG, Prefilter Frequency=4000; min@0.05125s, max@0.0438s",V1 VEHICLE CG ANGULAR RATE Y,YG,deg/s,VECG
9332,v9332_Veh1,10VEHCCG0000AV3P,"v09332_258va0.uds; Sensor: type=AV, Attach=VECG, Prefilter Frequency=4000; min@0.04575s, max@0.0248s",V1 VEHICLE CG ANGULAR RATE Z,ZG,deg/s,VECG
9332,v9332_Veh1,10ENGN000000AC1P,"v09332_259aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.033s, max@0.0474s",V1 ENGINE TOP X ACCELERATION,XG,gn,ENGN
9332,v9332_Veh1,10ENGN000100AC1P,"v09332_260aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.1008s, max@0.19095s",V1 ENGINE BOTTOM X ACCELERATION,XG,gn,ENGN
9332,v9332_Veh1,10FORALEFR00AC1P,"v09332_261aa0.uds; Sensor: type=AC, Attach=FLLF, Prefilter Frequency=4000; min@0.04655s, max@0.0469s",V1 DRIVER FLOOR PAN X ACCELERATION,XG,gn,FLLF
9332,v9332_Veh1,10FORALEFR00AC2P,"v09332_262aa0.uds; Sensor: type=AC, Attach=FLLF, Prefilter Frequency=4000; min@0.0465s, max@0.0425s",V1 DRIVER FLOOR PAN Y ACCELERATION,YG,gn,FLLF
9332,v9332_Veh1,10FORALEFR00AC3P,"v09332_263aa0.uds; Sensor: type=AC, Attach=FLLF, Prefilter Frequency=4000; min@0.04735s, max@0.0465s",V1 DRIVER FLOOR PAN Z ACCELERATION,ZG,gn,FLLF
9332,v9332_Veh1,10FORALEFR00DS0P,"v09332_264da0.uds; Sensor: type=DS, Attach=FLLF, Prefilter Frequency=4000; min@0.0547s, max@-0.04945s",V1 DRIVER FLOOR PAN DEFLECTION,NA,mm,FLLF
9332,v9332_Veh1,10FORARIFR00AC1P,"v09332_265aa0.uds; Sensor: type=AC, Attach=FLRF, Prefilter Frequency=4000; min@0.01945s, max@0.05435s",V1 PASSENGER FLOOR PAN X ACCELERATION,XG,gn,FLRF
9332,v9332_Veh1,10FORARIFR00AC2P,"v09332_266aa0.uds; Sensor: type=AC, Attach=FLRF, Prefilter Frequency=4000; min@0.05415s, max@0.04705s",V1 PASSENGER FLOOR PAN Y ACCELERATION,YG,gn,FLRF
9332,v9332_Veh1,10FORARIFR00AC3P,"v09332_267aa0.uds; Sensor: type=AC, Attach=FLRF, Prefilter Frequency=4000; min@0.05465s, max@0.04565s",V1 PASSENGER FLOOR PAN Z ACCELERATION,ZG,gn,FLRF
9332,v9332_Veh1,10FORARIFR00DS0P,"v09332_268da0.uds; Sensor: type=DS, Attach=FLRF, Prefilter Frequency=4000; min@0.0759s, max@-0.0289s",V1 PASSENGER FLOOR PAN DEFLECTION,NA,mm,FLRF
9332,v9332_Veh1,10TIRS000000TI0P,"v09332_302ta0.uds; Sensor: type=TB, Attach=OTHR, Prefilter Frequency=4000; min@-0.05s, max@0.3s",TIME CHANNEL FOR 20000.0 HZ,NA,s,OTHR
9333,v9333_Veh1,10DOORLERE00AC1P,"v09333_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0175s, max@0.01915s",V1 LEFT REAR SILL X ACCELERATION,XG,gn,DSLR
9333,v9333_Veh1,10DOORLERE00AC2P,"v09333_238aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0233s, max@0.017s",V1 LEFT REAR SILL Y ACCELERATION,YG,gn,DSLR
9333,v9333_Veh1,10DOORLERERDAC1P,"v09333_239aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0175s, max@0.01915s",V1 LEFT REAR SILL REDUNDANT X ACCELERATION,XG,gn,DSLR
9333,v9333_Veh1,10DOORLERERDAC2P,"v09333_240aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.02325s, max@0.017s",V1 LEFT REAR SILL REDUNDANT Y ACCELERATION,YG,gn,DSLR
9333,v9333_Veh1,10DOORRIRE00AC1P,"v09333_241aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.02385s, max@0.0245s",V1 RIGHT REAR SILL X ACCELERATION,XG,gn,DSRR
9333,v9333_Veh1,10DOORRIRE00AC2P,"v09333_242aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.02445s, max@0.0237s",V1 RIGHT REAR SILL Y ACCELERATION,YG,gn,DSRR
9333,v9333_Veh1,10DOORRIRERDAC1P,"v09333_243aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.0576s, max@0.0245s",V1 RIGHT REAR SILL REDUNDANT X ACCELERATION,XG,gn,DSRR
9333,v9333_Veh1,10DOORRIRERDAC2P,"v09333_244aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.02445s, max@0.0238s",V1 RIGHT REAR SILL REDUNDANT Y ACCELERATION,YG,gn,DSRR
9333,v9333_Veh1,10SETRLEFR00ACXP,"v09333_245aa0.uds; Sensor: type=AC, Attach=STLF, Prefilter Frequency=4000; min@0.05925s, max@0.1553s",V1 LEFT FRONT OUTER SEAT TRACK MID X ACCELERATION,XL,gn,STLF
9333,v9333_Veh1,10SETRLEFR00ACZP,"v09333_246aa0.uds; Sensor: type=AC, Attach=STLF, Prefilter Frequency=4000; min@0.02705s, max@0.0198s",V1 LEFT FRONT OUTER SEAT TRACK MID Z ACCELERATION,ZL,gn,STLF
9333,v9333_Veh1,10SEATLEFR00ACXP,"v09333_247aa0.uds; Sensor: type=AC, Attach=SELF, Prefilter Frequency=4000; min@0.02235s, max@0.02265s",V1 LEFT FRONT SEAT CROSS MEMBER MID X ACCELERATION,XL,gn,SELF
9333,v9333_Veh1,10SEATLEFR00ACZP,"v09333_248aa0.uds; Sensor: type=AC, Attach=SELF, Prefilter Frequency=4000; min@0.02335s, max@0.02105s",V1 LEFT FRONT SEAT CROSS MEMBER MID Z ACCELERATION,ZL,gn,SELF
9333,v9333_Veh1,10SEATLERE00AC1P,"v09333_249aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.02345s, max@0.0239s",V1 LEFT REAR SEAT CROSSMEMBER AX,XG,gn,SELR
9333,v9333_Veh1,10SEATLERE00AC3P,"v09333_250aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.02425s, max@0.02345s",V1 LEFT REAR SEAT CROSSMEMBER AZ,ZG,gn,SELR
9333,v9333_Veh1,10SEATRIRE00AC1P,"v09333_251aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.06055s, max@0.0604s",V1 RIGHT REAR SEAT CROSSMEMBER AX,XG,gn,SERR
9333,v9333_Veh1,10SEATRIRE00AC3P,"v09333_252aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.0607s, max@0.06055s",V1 RIGHT REAR SEAT CROSSMEMBER AZ,ZG,gn,SERR
9333,v9333_Veh1,10VEHCCG0000AC1P,"v09333_253aa0.uds; Sensor: type=AC, Attach=VECG, Prefilter Frequency=4000; min@0.0403s, max@0.0179s",V1 VEHICLE CG X ACCELERATION,XG,gn,VECG
9333,v9333_Veh1,10VEHCCG0000AC2P,"v09333_254aa0.uds; Sensor: type=AC, Attach=VECG, Prefilter Frequency=4000; min@0.05105s, max@0.0519s",V1 VEHICLE CG Y ACCELERATION,YG,gn,VECG
9333,v9333_Veh1,10VEHCCG0000AC3P,"v09333_255aa0.uds; Sensor: type=AC, Attach=VECG, Prefilter Frequency=4000; min@0.02335s, max@0.02455s",V1 VEHICLE CG Z ACCELERATION,ZG,gn,VECG
9333,v9333_Veh1,10VEHCCG0000AV1P,"v09333_256va0.uds; Sensor: type=AV, Attach=VECG, Prefilter Frequency=4000; min@0.01415s, max@0.01635s",V1 VEHICLE CG ANGULAR RATE X,XG,deg/s,VECG
9333,v9333_Veh1,10VEHCCG0000AV2P,"v09333_257va0.uds; Sensor: type=AV, Attach=VECG, Prefilter Frequency=4000; min@0.0218s, max@0.02275s",V1 VEHICLE CG ANGULAR RATE Y,YG,deg/s,VECG
9333,v9333_Veh1,10VEHCCG0000AV3P,"v09333_258va0.uds; Sensor: type=AV, Attach=VECG, Prefilter Frequency=4000; min@0.04065s, max@0.01865s",V1 VEHICLE CG ANGULAR RATE Z,ZG,deg/s,VECG
9333,v9333_Veh1,10ENGN000000AC1P,"v09333_259aq0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.1594s, max@0.0937s",V1 ENGINE TOP X ACCELERATION -> QUESTIONABLE DATA AFTER 83MS,XG,gn,ENGN
9333,v9333_Veh1,10FORALEFR00AC1P,"v09333_260aa0.uds; Sensor: type=AC, Attach=FLLF, Prefilter Frequency=4000; min@0.0503s, max@0.0342s",V1 DRIVER FLOOR PAN X ACCELERATION,XG,gn,FLLF
9333,v9333_Veh1,10FORALEFR00AC2P,"v09333_261aa0.uds; Sensor: type=AC, Attach=FLLF, Prefilter Frequency=4000; min@0.04965s, max@0.0473s",V1 DRIVER FLOOR PAN Y ACCELERATION,YG,gn,FLLF
9333,v9333_Veh1,10FORALEFR00AC3P,"v09333_262aa0.uds; Sensor: type=AC, Attach=FLLF, Prefilter Frequency=4000; min@0.0498s, max@0.05045s",V1 DRIVER FLOOR PAN Z ACCELERATION,ZG,gn,FLLF
9333,v9333_Veh1,10FORALEFR00DS0P,"v09333_263da0.uds; Sensor: type=DS, Attach=FLLF, Prefilter Frequency=4000; min@0.0698s, max@0.0272s",V1 DRIVER FLOOR PAN DEFLECTION,NA,mm,FLLF
9333,v9333_Veh1,10FORARIFR00AC1P,"v09333_264aa0.uds; Sensor: type=AC, Attach=FLRF, Prefilter Frequency=4000; min@0.05065s, max@0.05095s",V1 PASSENGER FLOOR PAN X ACCELERATION,XG,gn,FLRF
9333,v9333_Veh1,10FORARIFR00AC2P,"v09333_265aa0.uds; Sensor: type=AC, Attach=FLRF, Prefilter Frequency=4000; min@0.0702s, max@0.07045s",V1 PASSENGER FLOOR PAN Y ACCELERATION,YG,gn,FLRF
9333,v9333_Veh1,10FORARIFR00AC3P,"v09333_266aa0.uds; Sensor: type=AC, Attach=FLRF, Prefilter Frequency=4000; min@0.0702s, max@0.0704s",V1 PASSENGER FLOOR PAN Z ACCELERATION,ZG,gn,FLRF
9333,v9333_Veh1,10FORARIFR00DS0P,"v09333_267da0.uds; Sensor: type=DS, Attach=FLRF, Prefilter Frequency=4000; min@0.07595s, max@0.00625s",V1 PASSENGER FLOOR PAN DEFLECTION,NA,mm,FLRF
9333,v9333_Veh1,10TIRS000000TI0P,"v09333_301ta0.uds; Sensor: type=TB, Attach=OTHR, Prefilter Frequency=4000; min@-0.05s, max@0.3s",TIME CHANNEL FOR 20000.0 HZ,NA,s,OTHR
9334,v9334_Veh1,10DOORLERE00AC1P,"v09334_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0465s, max@0.0134s",V1 LEFT REAR SILL X ACCELERATION,XG,gn,DSLR
9334,v9334_Veh1,10DOORLERE00AC2P,"v09334_238aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.045s, max@0.03355s",V1 LEFT REAR SILL Y ACCELERATION,YG,gn,DSLR
9334,v9334_Veh1,10DOORLERERDAC1P,"v09334_239aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0465s, max@0.0134s",V1 LEFT REAR SILL REDUNDANT X ACCELERATION,XG,gn,DSLR
9334,v9334_Veh1,10DOORLERERDAC2P,"v09334_240aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0462s, max@0.03355s",V1 LEFT REAR SILL REDUNDANT Y ACCELERATION,YG,gn,DSLR
9334,v9334_Veh1,10DOORRIRE00AC1P,"v09334_241aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.0295s, max@0.02765s",V1 RIGHT REAR SILL X ACCELERATION,XG,gn,DSRR
9334,v9334_Veh1,10DOORRIRE00AC2P,"v09334_242aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.0437s, max@0.0323s",V1 RIGHT REAR SILL Y ACCELERATION,YG,gn,DSRR
9334,v9334_Veh1,10DOORRIRERDAC1P,"v09334_243aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.0295s, max@0.02765s",V1 RIGHT REAR SILL REDUNDANT X ACCELERATION,XG,gn,DSRR
9334,v9334_Veh1,10DOORRIRERDAC2P,"v09334_244aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=4000; min@0.0437s, max@0.0323s",V1 RIGHT REAR SILL REDUNDANT Y ACCELERATION,YG,gn,DSRR
9334,v9334_Veh1,10SETRLEFR00ACXP,"v09334_245aa0.uds; Sensor: type=AC, Attach=STLF, Prefilter Frequency=4000; min@0.04515s, max@0.0461s",V1 LEFT FRONT OUTER SEAT TRACK MID X ACCELERATION,XL,gn,STLF
9334,v9334_Veh1,10SETRLEFR00ACZP,"v09334_246aa0.uds; Sensor: type=AC, Attach=STLF, Prefilter Frequency=4000; min@0.04605s, max@0.0459s",V1 LEFT FRONT OUTER SEAT TRACK MID Z ACCELERATION,ZL,gn,STLF
9334,v9334_Veh1,10SEATLEFR00ACXP,"v09334_247aa0.uds; Sensor: type=AC, Attach=SELF, Prefilter Frequency=4000; min@0.04345s, max@0.04325s",V1 LEFT FRONT SEAT CROSS MEMBER MID X ACCELERATION,XL,gn,SELF
