TestNo,GroupName,ChannelName,Description,Inst_InsCom,Inst_Axis,Unit,Inst_SenAtt
10714,v10714_Veh1,10ENGN000000AC1P,"v10714_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.02825s, max@0.02845s",ENGINE TOP X ACCELERATION,XG,gn,ENGN
10714,v10714_Veh1,10ENGN000100AC1P,"v10714_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.06135s, max@0.02995s",ENGINE BOTTOM AX,XG,gn,ENGN
10714,v10714_Veh1,10SEATLERE00AC3P,"v10714_097aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.01855s, max@0.0195s",LEFT REAR SEAT CROSSMEMBER AZ,ZG,gn,SELR
10714,v10714_Veh1,10SEATRIRE00AC3P,"v10714_098aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.0178s, max@0.01825s",RIGHT REAR SEAT CROSSMEMBER AZ,ZG,gn,SERR
10714,v10714_Veh1,10SEATLERERDAC1P,"v10714_099aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.07295s, max@0.0175s",LEFT REAR SEAT CROSSMEMBER RAX,XG,gn,SELR
10714,v10714_Veh1,10SEATRIRERDAC1P,"v10714_100aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.0182s, max@0.0171s",RIGHT REAR SEAT CROSSMEMBER RAX,XG,gn,SERR
10714,v10714_Veh1,10TIRS000000TI0P,"v10714_107ta0.uds; Sensor: type=TB, Attach=OTHR, Prefilter Frequency=4000; min@-0.05s, max@0.3s",TIME CHANNEL FOR 20000.0 HZ,NA,s,OTHR
10721,v10721_Veh1,10FORALERE00AC1P,"v10721_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0401s, max@0.0399s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
10721,v10721_Veh1,10FORARIRE00AC1P,"v10721_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0406s, max@0.04s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
10721,v10721_Veh1,10ENGN000000AC1P,"v10721_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0338s, max@0.0392s",TOP OF ENGINE X,XG,gn,ENGN
10721,v10721_Veh1,10ENGN000100AC1P,"v10721_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0263s, max@0.0405s",BOTTOM OF ENGINE X,XG,gn,ENGN
10721,v10721_Veh1,10FORALERE00AC3P,"v10721_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0422s, max@0.0415s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
10721,v10721_Veh1,10FORARIRE00AC3P,"v10721_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0731s, max@0.0422s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
10721,v10721_Veh1,10FORALERERDAC1P,"v10721_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0401s, max@0.0399s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
10721,v10721_Veh1,10FORARIRERDAC1P,"v10721_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0406s, max@0.04s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
10724,v10724_Veh1,10DOORLERE00AC1P,"v10724_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0173s, max@0.03s",LEFT REAR SILL AX,XG,gn,DSLR
10724,v10724_Veh1,10DOORRIRE00AC1P,"v10724_094aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0279s, max@0.0168s",RIGHT REAR SILL AX,XG,gn,DSRR
10724,v10724_Veh1,10ENGN000000AC1P,"v10724_095af0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2900; min@0.0464s, max@0.0462s","ENGINE TOP AX, CHANNEL FAILED AT 49.5 MS",XG,gn,ENGN
10724,v10724_Veh1,10ENGN000100AC1P,"v10724_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2900; min@0.0493s, max@0.0496s",ENGINE BOTTOM AX,XG,gn,ENGN
10724,v10724_Veh1,10DOORLERE00AC3P,"v10724_097aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0287s, max@0.0231s",LEFT REAR SILL AZ,ZG,gn,DSLR
10724,v10724_Veh1,10DOORRIRE00AC3P,"v10724_098aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0168s, max@0.0279s",RIGHT REAR SILL AZ,ZG,gn,DSRR
10724,v10724_Veh1,10DOORLERERDAC1P,"v10724_099aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0173s, max@0.03s",LEFT REAR SILL AXR,XG,gn,DSLR
10724,v10724_Veh1,10DOORRIRERDAC1P,"v10724_100aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0282s, max@0.0307s",RIGHT REAR SILL AXR,XG,gn,DSRR
10725,v10725_Veh1,10SEATLERE00AC1P,"v10725_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0609s, max@0.06055s",LEFT REAR SEAT CROSSMEMBER AX,XG,gn,SELR
10725,v10725_Veh1,10SEATRIRE00AC1P,"v10725_094aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.06285s, max@0.07945s",RIGHT REAR SEAT CROSSMEMBER AX,XG,gn,SERR
10725,v10725_Veh1,10ENGN000000AC1P,"v10725_095aq0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.0474s, max@0.04855s",ENGINE TOP X ACCELERATION -> EXCEEDED CALIBRATION RANGE AT 47.4 MS,XG,gn,ENGN
10725,v10725_Veh1,10ENGN000100AC1P,"v10725_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.0476s, max@0.0303s",ENGINE BOTTOM AX,XG,gn,ENGN
10725,v10725_Veh1,10SEATLERE00AC3P,"v10725_097aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0232s, max@0.0227s",LEFT REAR SEAT CROSSMEMBER AZ,ZG,gn,SELR
10725,v10725_Veh1,10SEATRIRE00AC3P,"v10725_098aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.02375s, max@0.0274s",RIGHT REAR SEAT CROSSMEMBER AZ,ZG,gn,SERR
10725,v10725_Veh1,10SEATLERERDAC1P,"v10725_099aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0609s, max@0.022s",LEFT REAR SEAT CROSSMEMBER RAX,XG,gn,SELR
10725,v10725_Veh1,10SEATRIRERDAC1P,"v10725_100aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.05575s, max@0.1196s",RIGHT REAR SEAT CROSSMEMBER RAX,XG,gn,SERR
10725,v10725_Veh1,10TIRS000000TI0P,"v10725_143ta0.uds; Sensor: type=TB, Attach=OTHR, Prefilter Frequency=4000; min@-0.05s, max@0.3s",TIME CHANNEL FOR 20000.0 HZ,NA,s,OTHR
10732,v10732_Veh1,10SEATLERE00AC1P,"v10732_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02304s, max@0.02352s",CROSSMEMBER LEFT REAR X,XG,gn,SELR
10732,v10732_Veh1,10SEATRIRE00AC1P,"v10732_094aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=2000; min@0.02096s, max@0.02608s",CROSSMEMBER RIGHT REAR X,XG,gn,SERR
10732,v10732_Veh1,10ENGN000000AC1P,"v10732_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2000; min@0.04896s, max@0.04936s",ENGINE TOP X,XG,gn,ENGN
10732,v10732_Veh1,10ENGN000100AC1P,"v10732_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2000; min@0.05432s, max@0.03104s",ENGINE BOTTOM X,XG,gn,ENGN
10732,v10732_Veh1,10SEATLERE00AC3P,"v10732_097aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02304s, max@0.0264s",CROSSMEMBER LEFT REAR Z,ZG,gn,SELR
10732,v10732_Veh1,10SEATRIRE00AC3P,"v10732_098aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=2000; min@0.03232s, max@0.06208s",CROSSMEMBER RIGHT REAR Z,ZG,gn,SERR
10732,v10732_Veh1,10SEATLERERDAC1P,"v10732_099aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02304s, max@0.0288s",CROSSMEMBER LEFT REAR X REDUNDANT,XG,gn,SELR
10732,v10732_Veh1,10SEATRIRERDAC1P,"v10732_100aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=2000; min@0.02096s, max@0.02608s",CROSSMEMBER RIGHT REAR X REDUNDANT,XG,gn,SERR
10733,v10733_Veh1,10FORALERE00AC1P,"v10733_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0555s, max@0.0173s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
10733,v10733_Veh1,10FORARIRE00AC1P,"v10733_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0532s, max@0.0536s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
10733,v10733_Veh1,10ENGN000000AC1P,"v10733_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0396s, max@0.0376s",TOP OF ENGINE X,XG,gn,ENGN
10733,v10733_Veh1,10ENGN000100AC1P,"v10733_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0514s, max@0.0517s",BOTTOM OF ENGINE X,XG,gn,ENGN
10733,v10733_Veh1,10FORALERE00AC3P,"v10733_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0697s, max@0.0517s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
10733,v10733_Veh1,10FORARIRE00AC3P,"v10733_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0508s, max@0.0513s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
10733,v10733_Veh1,10FORALERERDAC1P,"v10733_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0692s, max@0.0173s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
10733,v10733_Veh1,10FORARIRERDAC1P,"v10733_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0532s, max@0.0535s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
10737,v10737_Veh1,10SEATLERE00AC1P,"v10737_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.04384s, max@0.02976s",CROSSMEMBER LEFT REAR X,XG,gn,SELR
10737,v10737_Veh1,10SEATRIRE00AC1P,"v10737_094aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=2000; min@0.04656s, max@0.0296s",CROSSMEMBER RIGHT REAR X,XG,gn,SERR
10737,v10737_Veh1,10ENGN000000AC1P,"v10737_095af0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2000; min@0.1092s, max@0.0248s",ENGINE TOP X; CHANNEL FAILED AT 24.0 MS,XG,gn,ENGN
10737,v10737_Veh1,10ENGN000100AC1P,"v10737_096af0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2000; min@0.1192s, max@0.22728s",ENGINE BOTTOM X; CHANNEL FAILED AT 24.0 MS,XG,gn,ENGN
10737,v10737_Veh1,10SEATLERE00AC3P,"v10737_097aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.04368s, max@0.04328s",CROSSMEMBER LEFT REAR Z,ZG,gn,SELR
10737,v10737_Veh1,10SEATRIRE00AC3P,"v10737_098aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=2000; min@0.0296s, max@0.06368s",CROSSMEMBER RIGHT REAR Z,ZG,gn,SERR
10737,v10737_Veh1,10SEATLERERDAC1P,"v10737_099aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.0444s, max@0.04472s",CROSSMEMBER LEFT REAR X REDUNDANT,XG,gn,SELR
10737,v10737_Veh1,10SEATRIRERDAC1P,"v10737_100aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=2000; min@0.02096s, max@0.04312s",CROSSMEMBER RIGHT REAR X REDUNDANT,XG,gn,SERR
10763,v10763_Veh1,10DOORLERE00AC1P,"v10763_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0581s, max@0.0583s",LEFT REAR SILL AX,XG,gn,DSLR
10763,v10763_Veh1,10DOORRIRE00AC1P,"v10763_094aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0513s, max@0.0177s",RIGHT REAR SILL AX,XG,gn,DSRR
10763,v10763_Veh1,10ENGN000000AC1P,"v10763_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2900; min@0.0204s, max@0.0353s",ENGINE TOP AX,XG,gn,ENGN
10763,v10763_Veh1,10ENGN000100AC1P,"v10763_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2900; min@0.0271s, max@0.0309s",ENGINE BOTTOM AX,XG,gn,ENGN
10763,v10763_Veh1,10DOORLERE00AC3P,"v10763_097aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0595s, max@0.0597s",LEFT REAR SILL AZ,ZG,gn,DSLR
10763,v10763_Veh1,10DOORRIRE00AC3P,"v10763_098aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0203s, max@0.02s",RIGHT REAR SILL AZ,ZG,gn,DSRR
10763,v10763_Veh1,10DOORLERERDAC1P,"v10763_099aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0581s, max@0.0583s",LEFT REAR SILL AXR,XG,gn,DSLR
10763,v10763_Veh1,10DOORRIRERDAC1P,"v10763_100aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0513s, max@0.0177s",RIGHT REAR SILL AXR,XG,gn,DSRR
10768,v10768_Veh1,10DOORLERE00AC1P,"v10768_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.047s, max@0.0468s",LEFT REAR SILL AX,XG,gn,DSLR
10768,v10768_Veh1,10DOORRIRE00AC1P,"v10768_094aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0225s, max@0.0181s",RIGHT REAR SILL AX,XG,gn,DSRR
10768,v10768_Veh1,10ENGN000000AC1P,"v10768_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2900; min@0.0265s, max@0.0482s",ENGINE TOP AX,XG,gn,ENGN
10768,v10768_Veh1,10ENGN000100AC1P,"v10768_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2900; min@0.0352s, max@0.0333s",ENGINE BOTTOM AX,XG,gn,ENGN
10768,v10768_Veh1,10DOORLERE00AC3P,"v10768_097aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0496s, max@0.0475s",LEFT REAR SILL AZ,ZG,gn,DSLR
10768,v10768_Veh1,10DOORRIRE00AC3P,"v10768_098aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0182s, max@0.0365s",RIGHT REAR SILL AZ,ZG,gn,DSRR
10768,v10768_Veh1,10DOORLERERDAC1P,"v10768_099aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0471s, max@0.0493s",LEFT REAR SILL AXR,XG,gn,DSLR
10768,v10768_Veh1,10DOORRIRERDAC1P,"v10768_100aa0.uds; Sensor: type=AC, Attach=DSRR, Prefilter Frequency=2900; min@0.0225s, max@0.0324s",RIGHT REAR SILL AXR,XG,gn,DSRR
10770,v10770_Veh1,10FORALERE00AC1P,"v10770_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0378s, max@0.0258s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
10770,v10770_Veh1,10FORARIRE00AC1P,"v10770_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.037s, max@0.0374s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
10770,v10770_Veh1,10ENGN000000AC1P,"v10770_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0331s, max@0.0428s",TOP OF ENGINE X,XG,gn,ENGN
10770,v10770_Veh1,10ENGN000100AC1P,"v10770_096af0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0241s, max@0.0236s",BOTTOM OF ENGINE X: No valid data after 85 ms,XG,gn,ENGN
10770,v10770_Veh1,10FORALERE00AC3P,"v10770_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0267s, max@0.0243s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
10770,v10770_Veh1,10FORARIRE00AC3P,"v10770_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0411s, max@0.0378s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
10770,v10770_Veh1,10FORALERERDAC1P,"v10770_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0378s, max@0.0902s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
10770,v10770_Veh1,10FORARIRERDAC1P,"v10770_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.037s, max@0.0374s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
10778,v10778_Veh1,10FORALERE00AC1P,"v10778_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0539s, max@0.0488s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
10778,v10778_Veh1,10FORARIRE00AC1P,"v10778_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0516s, max@0.0497s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
10778,v10778_Veh1,10ENGN000000AC1P,"v10778_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0398s, max@0.0278s",TOP OF ENGINE X,XG,gn,ENGN
10778,v10778_Veh1,10ENGN000100AC1P,"v10778_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0386s, max@0.0545s",BOTTOM OF ENGINE X,XG,gn,ENGN
10778,v10778_Veh1,10FORALERE00AC3P,"v10778_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.048s, max@0.0513s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
10778,v10778_Veh1,10FORARIRE00AC3P,"v10778_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0509s, max@0.0505s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
10778,v10778_Veh1,10FORALERERDAC1P,"v10778_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0539s, max@0.0488s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
10778,v10778_Veh1,10FORARIRERDAC1P,"v10778_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0516s, max@0.0497s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
10793,v10793_Veh1,10SEATLERE00AC1P,"v10793_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.044s, max@0.0184s",LEFT REAR SEAT CROSSMEMBER AX,XG,gn,SELR
10793,v10793_Veh1,10SEATRIRE00AC1P,"v10793_094aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.05445s, max@0.047s",RIGHT REAR SEAT CROSSMEMBER AX,XG,gn,SERR
10793,v10793_Veh1,10ENGN000000AC1P,"v10793_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.04125s, max@0.0576s",ENGINE TOP X ACCELERATION,XG,gn,ENGN
10793,v10793_Veh1,10ENGN000100AC1P,"v10793_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.0451s, max@0.04465s",ENGINE BOTTOM AX,XG,gn,ENGN
10793,v10793_Veh1,10SEATLERE00AC3P,"v10793_097aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0349s, max@0.04595s",LEFT REAR SEAT CROSSMEMBER AZ,ZG,gn,SELR
10793,v10793_Veh1,10SEATRIRE00AC3P,"v10793_098aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.05105s, max@0.047s",RIGHT REAR SEAT CROSSMEMBER AZ,ZG,gn,SERR
10793,v10793_Veh1,10SEATLERERDAC1P,"v10793_099aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.044s, max@0.0184s",LEFT REAR SEAT CROSSMEMBER RAX,XG,gn,SELR
10793,v10793_Veh1,10SEATRIRERDAC1P,"v10793_100aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.0493s, max@0.047s",RIGHT REAR SEAT CROSSMEMBER RAX,XG,gn,SERR
10793,v10793_Veh1,10TIRS000000TI0P,"v10793_107ta0.uds; Sensor: type=TB, Attach=OTHR, Prefilter Frequency=4000; min@-0.05s, max@0.3s",TIME CHANNEL FOR 20000.0 HZ,NA,s,OTHR
10797,v10797_Veh1,10FORALERE00AC1P,"v10797_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0205s, max@0.0202s",LEFT REAR SEAT CROSSMEMBER X,XG,gn,FLLR
10797,v10797_Veh1,10FORARIRE00AC1P,"v10797_094aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0524s, max@0.0198s",RIGHT REAR SEAT CROSSMEMBER X,XG,gn,FLRR
10797,v10797_Veh1,10ENGN000000AC1P,"v10797_095af0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0295s, max@0.0273s",TOP OF ENGINE X: No valid data after 33 ms,XG,gn,ENGN
10797,v10797_Veh1,10ENGN000100AC1P,"v10797_096af0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2800; min@0.0294s, max@0.0285s",BOTTOM OF ENGINE X: No valid data after 31 ms,XG,gn,ENGN
10797,v10797_Veh1,10FORALERE00AC3P,"v10797_097aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0218s, max@0.0175s",LEFT REAR SEAT CROSSMEMBER Z,ZG,gn,FLLR
10797,v10797_Veh1,10FORARIRE00AC3P,"v10797_098aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0215s, max@0.0564s",RIGHT REAR SEAT CROSSMEMBER Z,ZG,gn,FLRR
10797,v10797_Veh1,10FORALERERDAC1P,"v10797_099aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0205s, max@0.0202s",LEFT REAR SEAT CROSSMEMBER XR,XG,gn,FLLR
10797,v10797_Veh1,10FORARIRERDAC1P,"v10797_100aa0.uds; Sensor: type=AC, Attach=FLRR, Prefilter Frequency=2800; min@0.0524s, max@0.0198s",RIGHT REAR SEAT CROSSMEMBER XR,XG,gn,FLRR
10807,v10807_Veh1,10SEATLERE00AC1P,"v10807_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.01955s, max@0.0236s",LEFT REAR SEAT CROSSMEMBER AX,XG,gn,SELR
10807,v10807_Veh1,10SEATRIRE00AC1P,"v10807_094aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.01835s, max@0.01815s",RIGHT REAR SEAT CROSSMEMBER AX,XG,gn,SERR
10807,v10807_Veh1,10ENGN000000AC1P,"v10807_095aq0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.03515s, max@0.0353s",ENGINE TOP X ACCELERATION -> EXCEEDED CALIBRATION RANGE AT 34.8 MS,XG,gn,ENGN
10807,v10807_Veh1,10ENGN000100AC1P,"v10807_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=4000; min@0.01535s, max@0.0223s",ENGINE BOTTOM AX,XG,gn,ENGN
10807,v10807_Veh1,10SEATLERE00AC3P,"v10807_097aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0174s, max@0.02055s",LEFT REAR SEAT CROSSMEMBER AZ,ZG,gn,SELR
10807,v10807_Veh1,10SEATRIRE00AC3P,"v10807_098aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.02255s, max@0.02555s",RIGHT REAR SEAT CROSSMEMBER AZ,ZG,gn,SERR
10807,v10807_Veh1,10SEATLERERDAC1P,"v10807_099aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0238s, max@0.0236s",LEFT REAR SEAT CROSSMEMBER RAX,XG,gn,SELR
10807,v10807_Veh1,10SEATRIRERDAC1P,"v10807_100aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=4000; min@0.01835s, max@0.0263s",RIGHT REAR SEAT CROSSMEMBER RAX,XG,gn,SERR
10807,v10807_Veh1,10TIRS000000TI0P,"v10807_143ta0.uds; Sensor: type=TB, Attach=OTHR, Prefilter Frequency=4000; min@-0.05s, max@0.3s",TIME CHANNEL FOR 20000.0 HZ,NA,s,OTHR
10816,v10816_Veh1,10SEATLERE00AC1P,"v10816_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.0224s, max@0.02376s",CROSSMEMBER LEFT REAR X,XG,gn,SELR
10816,v10816_Veh1,10SEATRIRE00AC1P,"v10816_094aa0.uds; Sensor: type=AC, Attach=SERR, Prefilter Frequency=2000; min@0.01816s, max@0.0296s",CROSSMEMBER RIGHT REAR X,XG,gn,SERR
10816,v10816_Veh1,10ENGN000000AC1P,"v10816_095aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2000; min@0.04656s, max@0.04624s",ENGINE TOP X,XG,gn,ENGN
10816,v10816_Veh1,10ENGN000100AC1P,"v10816_096aa0.uds; Sensor: type=AC, Attach=ENGN, Prefilter Frequency=2000; min@0.02768s, max@0.0472s",ENGINE BOTTOM X,XG,gn,ENGN
10816,v10816_Veh1,10SEATLERE00AC3P,"v10816_097aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02256s, max@0.02472s",CROSSMEMBER LEFT REAR Z,ZG,gn,SELR
